,tweets
1007306799026974721,@JamesCleverly @KemiBadenoch @tradegovuk How can you ignore utterly real worries of British farmer e.g. Welsh sheep farmers? Brexit is a disastrous own goal. https://t.co/tU1Sdtb7xr
1594327276564496384,"@JqrSmith @snb19692 I live on the South Coast, no they did not, Remain scare story was Dover would be choked and the M20 blocked with lorries trying to get there, it has happened previous years when french farmers blockaded Calais but not because of Brexit, scares and lies is all Remain offered"
22373441,"@GGriffithsbrown @Morrisions https://t.co/csvbCrCyT3 Interesting reading. France supplied up to half a million tonnes of beet sugar to the UK prior to Brexit. And locally, beet farmers are turning away from the crop due to higher production costs and lower yields."
1586125327453114368,Iam getting sick of hearing same bs about brexit. Take a look at eu Germany about to fall Holland stealing land from their farmers funding a war nobody wants shall I go on remainders wake up eu my arse stop the war peace
1122931725280194560,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/DRBuuLBjJG
1579880450532806661,"@premnsikka Piss off, the current situation is nothing to do with Brexit. It’s printing money into oblivion that’s caused inflation. The whole financial system is about to change soon anyway CBDC’s are coming cash is history. Things are worse in the EU ask the Dutch farmers"
1887781854,"@RicHolden Even staunch Brexiteer and ex Tory Environment Secretary George Eustice (and most farmers) think the Australia deal is rubbish and bad for Britain. 

The @Conservatives are literally working against Britain 🇬🇧 . Shameful 😠 

https://t.co/qw19rPC8pB"
3015100089,👉 #BrexitReality #farming #trade ⁦@RishiSunak⁩ ⁦@Conservatives⁩  https://t.co/NkNTpRbrk7
21930807,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/UbFyKCUgSz
1474801775429496842,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/aueIOe5sJy
1584339270680350722,# Pledge of post-Brexit overhaul of regulation comes as some executives worry about reform of EU laws going too far 🍐🥨🍎🍳🥚🥨🥩🍖🍗🍍🍑🥓🥙🍑🍳🥚🍤🍖🍗🍊🍇🍓🍬🍫‘They will run out of money’: farmers’ fight for survival in Ukraine
846791467741974528,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy “There’s no way you can dress those trade deals up as a as a good thing. I’ve heard farmers say the industry was more or less chucked under a bus.” https://t.co/MJdFpxBRwS
1022527391762198530,"#brexitshambles: ‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy.
https://t.co/Y1dz14MRDn"
734328914,"@ScottBentonMP @DNC No good has come of Brexit. We’ve lost our rights and will lose many more at the end of 2023. Farmers, fishermen, NHS staff, businesses and everyone else can see the leavers’ lies. Project Fear is Project Fact; the gullible were taken in, leavers are desperate for a positive spin"
821557639,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy. The NFU even warned farmers of the consequences but unfortunately it didn't stop a majority of farmers voting for it. Ditto fisherman. https://t.co/6CRsrFvI3X
1547897532,@10DowningStreet @RishiSunak Pm uk has this power  king gave power to brexit  or ireland and france  emanule to run controle as uk s trader   even fishing   boats  at sea is locked so uk is hungry farmers and grains cost st sale  uk farmers decides
236173261,"Didn't all those farmers vote for that in 2016? Great news for New Zealand farmers, of course. https://t.co/MTgwbFaEuD"
967483486511788032,@UKIP With brexit it looks like you are on the side of EU and Aussie farmers
856235131119554564,"Man, dieser #Brexit war wohl doch ein genialer Schachzug.

https://t.co/yKmygrWimY"
2815298191,@DonnachadhMc @GeorgeMonbiot @guardian @dpcarrington @damiengayle @gow_derek My one hope for Brexit was for payments to farmers be cut and only used to protect the environment. Sheep farming is not protecting the environment.
105269160,"@JohnMellis @francesca_geld 🤣🤣🤣🤣, yet all the trade deals the 27 countries have done, nobody seems to be complaining. But UK farmers certainly got screwed by the UK-Aus trade agreement. Another brexit win."
1607074733673136128,"@AlanRei91920456 @terrasea @RobScarLUFC @philipstephens Yeah, unless you are a farmer for instance. 😂😂😂 Hopefully it will bankrupt those farmers that voted for Brexit.

https://t.co/Ol8l0UccsD"
1303380873501437953,"@RobinOl33043877 @Tom_Clarke @BBCJustinR @BBCFoodProg @HenryDimbleby @FFC_Commission @UKSustain @NFUtweets @tomheapmedia @Jack_A_Bobo @Botanygeek @salkinstitute 1) It’s certainly not by literally, biting the hand that feeds us so badly that many are contemplating giving up https://t.co/UURLyoanuk"
1571906116627349508,"@cathyby @AndrewKnight226 @Don_LImmortale @bringiton8712 @1ainTro11sBots @Martin020455 @DelWatson9 @David19531501 @wobski421 @Gazza41 @BrunoTheBridge @ConraddKonnrad @CredaCreda @David_Vaporium @HWick_Chris @Rayjudd7 @bazcarter15 @lordgmanilson @aclem81 @andrewsibley15 @somechewlip @Roblev0 @Jimbo12449841 @SamanthaFoxy1 @Stuff32Funny @Obohobofromnobo @Davidmetroland @Musc1esbri2 @Chr1s_not_a_bot @LordOfFreedom2 @resiguru @IanGianni @wokewarriorFU @leftstance @AndrewGarside3 @suastusa @JohnRya13591294 https://t.co/ycq9lVOZqN

The only people who put it the ""headline"" were the ones who wanted to mock one of the subtle things gently pointed out by Jayawardena who is the sec. of state for food.

What else would you expect him to highlight? Obviously not the financial aspects."
2728907742,@arianna_kaye The BBC for one has probably been warned by the government not to disseminate negative news. Let’s not forget what happened when a representative of the Scottish Farmers’ Union was interviewed about challenges in his industry. His answer included Brexit. ‘B’ word later edited out
472305101,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/ksmUBlhpUu
1534098588061532166,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/Kq6E9nLxTn
1172200341556924416,"@Duncan20212 There must be some farmers and/or fishermen on Twitter who can stand up and say they are still receiving all the same money as they were before Brexit?
Surely?"
308222785,https://t.co/Geqfoq43kc
386959428,@Kilsally @SteveBakerHW @chhcalling @JamesCleverly @RishiSunak Farmers in GB highlighting issues with Brexit. Much more important to the U.K. https://t.co/tYeJPd0CZG
706135919892557825,"@ivor_park_fin @mart100 @GBNEWS You're totally deluded. End of.

Fishermen, farmers, exporters, manufacturers, hospitality, airlines, financial services, pharma - all hit by Brexit, yet you can't see it.

Keep changing the goalposts mate."
888912841,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/st0xOG0C7l
46882012,"‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy 

#FBPE #RejoinEU #Brexit #BrexitBrokeBritain #BrexitShambles #BrexitBritain #BrexitHasFailed #Brexitisntworking #BrexitDisaster
https://t.co/T0BJfXMnn3"
14845727,"A tumultuous year – Looking back on 2022

Farmers hoping for a quiet 2022 following several years upheaval due to Brexit and the Covid-19 pandemic were left disappointed. Abi Kay takes a look back over the past 12 months.

https://t.co/SLZpcqhzOT https://t.co/UnRPOfIjKQ"
337597592,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/6Fz3TXwDCn
1210950543373266944,@JohnSpringford @DavidGHFrost “Vigorous advocates of Brexit” ?? Brexit is done. But it’s a disaster. Just ask small exporters. Ask fishing industry. Ask farmers. Ask artists. Ask jewellers. It’s led to non-tariff barriers with UK’s largest trading bloc. It’s  led to all the negative consequences Frost 1/2
1156229604803301376,"Since brexit the UK has signed just 4 new trade deals. 

Two of them (Auz &amp; NZ) were deeply one-sided and poorly negotiated, selling British farmers down the river for nothing in return

 https://t.co/BClBrXC3JI"
606557886,"@Sidboggle1 @KimWalms55 @DeborahMeaden How are farmers, the hospitality industry, taxi companies, courier services, the NHS, the construction industry and just about every industry that involves manual labour holding up after Brexit?

Can you say they have felt the benefits? 

I think not."
1224417017035415554,"@kirkberzerk @TronTro79462578 @VeronicaReagan @owen_whiteley @DXW_KC So how are the farmers better off now? And what should have been done? Another clue: there was not ONE Brexit. Some said stay in the single-market (Johnson, Hannan etc); Farage wanted Norway/Switzerland &amp; he promised fewer boats crossing the channel..🥴🤣 How has this worked out?"
383719410,"@jackiekemp Many Scottish Farmers went along with Tory policy of Brexit stripping out Scotland theBrand🏴󠁧󠁢󠁳󠁣󠁴󠁿
It beggars belief they want @scotgov support now 😐
But @scotgov need to work with them to prevent poor food quality and shortages leading to fewer food choices and for some starvation!"
1082352317536575489,@proscot4indy @jackiekemp @NathanJordan81 Dinna generalise...maybe aye on average to tories here (sadly) but Scottish farmers did not vote for brexit.  Read a farmers guardian article about it a while back.  % voting brexit reflected Scot pop generally (unlike the fishermen)
1360497947297914880,@jackiekemp A percentage of Farmers/Finshing voted with the Tories. They voted for Brexit. Feel sorry for the ones that did'nt.
1324306090729918464,"@kirkberzerk @SSabelus @VeronicaReagan @owen_whiteley @DXW_KC I am genuinely sorry that your Brexit did not work. 
Not for you but for the people who have to close their business, the fishermen and the farmers. 
All these people are suffering because of your English exceptionalism."
945386460869480449,The stupidity never ends. Both major parties wholly complicit in the destruction of our economy. https://t.co/DxKuJov8ND
481489755,‘We’re only seeing the negative’: UK farmers on #Brexit and losing the common agricultural policy https://t.co/FJhtggHgU0
18099078,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/7bAqV85oz5
1550302364,@ConsPost We threw away £100bn in trade with EU and now we’ve thrown Uk farmers under the bus to sell a bottle of gin to Oz? Unreal brexit benefits!
965904640880635907,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy | Brexit | The Guardian https://t.co/gPl5tbMuN7
19106885,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/40flxPy4Nu
2915933310,https://t.co/FG3ZNsz2M7
1293512854822432769,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/W9Ji1BHQLd
43110614,Scottish farming down £93million in funding over loss of CAP. Food more expensive as a result. We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy | Brexit | The Guardian https://t.co/yT25xatxOf
40434715,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/lzRwi2M85N
1575903909570289665,"@UKIP Nothing has hurt farmers more than your disaster Brexit. You're the enemy of British farmers, British fishermen. You're the enemies of the whole British population. There's probably no group of people has done more damage to Britain than you lot since WW2."
1354816600457703431,"@UKIP Farmers @NFUStweets @NFUtweets  say your #UKIP #Brexit or should I say BrexShit has cluster f**ked our farming, exports to #EU 📉⬇️

You hypocritical w*kers"
1427170181739073536,"@LBC @aliciakearns FFS leave the vegans alone. The problems farmers are having are due to Brexit and corrupt Tories, not vegans."
449864075,"@ashstronge Oh, wasn’t #Brexit BRITAIN able to step in and save the day? 

https://t.co/UcQfoZexF4"
452904162,"‘We’re only seeing the negative’:

 UK farmers on Brexit and 

losing the common agricultural policy 

https://t.co/sL2MiUWuqo"
4267058183,https://t.co/jJ02R5iKR8
2565308468,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/DdAdUdd9cf
133215684,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/yRrlwmZZuW
1596158309526130689,Farmers face precarious future with loss of CAP.  https://t.co/VD8aQh7kzL
268194728,"@Veldhorst__W

https://t.co/hIr9fy2ULM"
1533169427377799171,"@MimiJ9 Awful news for farmers, and whilst i am enormously sympathetic, a lot of farmers voted tory and supported brexit, despite NFU advice. It's a disaster"
77220423,"„He has lost unfettered access to his nearest export market, faces reduction in farm subsidies as the result of the loss of the common agricultural policy (CAP), and has been disadvantaged by trade deals.“ #brexit  https://t.co/Vd9bvX57u9"
2398498772,"Chances are that the #EU and Britain start their relationship afresh as reality disproofs most of #Brexit arguments 

#BrexitLies #BrexitBrokeBritain 

https://t.co/e54JRSBD3i"
1696668979,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/VFvVjaKU7w
902001046259511296,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/0tN0z48pT1
932940422137163778,Farmers opted for Brexit https://t.co/IPCmVUPIhC
1040595564,"Brexit led to the trade deal with Australia which shafts our farmers, so you don’t support our farmers. https://t.co/ngA0cjXZSz"
899378023094530048,"@Kilsally @bbreathnach Incorrect not everyone sources there seed potatoes from Scotland.
I use to grow potatoes used mostly my own seed which were sorted and stored in a dark house to keep them from sprouting to early.
I also know farmers who source seed from ROI and beyond.
Brexit is the problem 🤦‍♂️"
106870770,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/RMQNRM5SzO
746371177174679552,"‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy

Brexit is a disaster won through the worst abuses of democracy in modern British history, so bad that they were tantamount to a coup. Undo the coup #RejoinEU
https://t.co/yyOgw6Ec0x"
327275909,https://t.co/NceboenkRx
1222182594097426432,"@GBNEWS @1GarethWynJones Well given that most of the UK grown food doesn't get picked, because farmers voted for brexit, there's going to be a lot of hungry people! What is seasonal food from January until May?!"
2918267949,@chrischapmanart @donmaico @sophielouisecc https://t.co/7XpeJ26vQB
1443672026233942024,Brexit is shit https://t.co/6nYdBw19lF
842574937,"@jonsopel Yeah, but, you're only looking at the downside of Brexit.   You're like those people who point out the understaffing in NHS due to EU citizens leaving the UK, or who drone on about food rotting in farmers' fields due to EU workers having left."
450711709,"No surprise to see farmers starting to openly speak out about the damage #Brexit &amp; the govt's trade deals are doing. Sadly, some farmers won't survive the combined impact of the govt's Brexit, cost of living and economic crises. Urgent help is needed.

https://t.co/G1d3WOlbeZ"
455693758,@MaryRiddell I wonder how many of the farmers and other groups now bemoaning the predictable impact of Brexit voted for it.
73717136,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy | Brexit | The Guardian https://t.co/cuMCp06isA
325688284,Brexit is a disaster for our farmers! https://t.co/1kpU7ON2Id
1167019401033539584,"@Kilsally I hear when you vote out, it actually means out. 

Didn't the farmers Unions support Brexit? 

Have they actually had their EU farming grants replaced?

Wales and NI were two who got a lot more from the EU than they put in. Always baffling why Wales voted out.

Real headscratcher"
937019478,"#Brexit is no friend of UK farming. 
https://t.co/xEz3ecGsOh"
1594067265099530247,@UKIP Brexit made things worse for British farmers 😂
1200118491648540672,"@BrugesGroup We left the EU so are a 3rd country, hence we are treated as a 3rd country. It’s what Brexit meant. Well, it’s what it meant to anyone capable of thought. Neither the German car industry, nor the French farmers rode to our rescue, it’s your mess. Nobody else’s

BTW who funds you?"
2526058091,"@hanesyddiaeth @colinelves @mfletchertimes @alexandracairns How could I, without seeing the Leave campaign first ?

If Leave had sold a brexit where the British people lost their FoM, where our new trade deals were economically insignificant, where our farmers and fishermen suffered, and won the vote, why would we need a 2nd vote ?"
1415954245053034500,"@Conservatives @RishiSunak @Jacob_Rees_Mogg
@LiamFox
‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/rM9LUN9OaR"
136210768,"There are too many Racist Keyboard Warriors who would not have the guts to tell you face to face what they think. Without immigration, this Country would fail financially. Check with the NHS, Social Services, Farmers, who lost many 'cos of Brexit. https://t.co/VZG6uuZElF"
1185594882594922506,"A Defra spokesperson said the “interests of our farmers and food producers is a priority of our trade policy and our trade deals are delivering on this. Our negotiations will continue to support farmers.”

https://t.co/kM5VoYOjek

#food #farming #agriculture #brexit #globaltrade"
2325618879,"@bigscrab https://t.co/CD84DOkYtN

No sympathy from me. Farmers voted for Brexit, just like the fishing industry they voted to wreck the entire economy for the rest of us because they thought they would get rich. Sod them. They deserve nothing."
20142630,"@UKIP Those whose businesses were wrecked by Brexit after losing all their workers? All those who lost their European customers? Ah, you must mean support the farmers that haven’t gone bust, but those clinging on having to charge higher prices that no one can afford because of Brexit?"
20529031,"@13sarahmurphy @jonsopel ..that also destroys our own industries and overall economy. 

Yay.

🇬🇧⬇️🚾

#Brexit #BrexitReality #BrexitLies 

https://t.co/zBMiKZr4SV"
1594772474910199809,"@KEdge23 Brexit = deregulation and privatisation = massive profits for the few = poverty for the many!
Does anyone feel better off now that we have Brexit? All empty promises! Jam tomorrow as usual. No American trade deal. Australian and NZ deals screw our farmers. Feel conned? You should"
1601830644643930114,"@UKIP #liar
Brexit fucks UK farming.
You wanted maximum trade barriers with the EU which fucks food exports.
You want minimum controls on food imports, which will fuck farming in UK.
You are in the exact opposite side of Brutish farmers."
36925507,"Guardian: ""Charities and employers struggle due to post-Brexit funding delays. Three years after Johnson elected to “get Brexit done” employers, farmers and charities still wrestling with the reality of life outside the EU. #BrexitBrokeBritain #ToryBrexitDisaster"
1459549788,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/KPO4fowQOR
1400389532416151552,‘We’re only seeing the negative’: UK #farmers on #Brexit and losing the common agricultural policy. https://t.co/McNUXoL4xu
1239268162052468738,"So it was a case of eliminate the positive and accentuate the negative.
‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/7TKB4HjbxR"
726372601,"‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy

As MEP for South West England, a rural area with a strong farming constituency, I tried so hard to make this case

But SW voters still chose to leave the EU

https://t.co/XKsumud6Ar"
771013459622367232,"@acgrayling No matter what market/public/private service your in, once a benefit is taken it is either never replaced or if it is, with something far less beneficial.  I could never understand farmers backing Brexit."
44849238,"""‘He's lost unfettered access to his nearest export market, faces reduction in farm subsidies, &amp; been disadvantaged by trade deals giving access to the UK market to rival farmers from Australia &amp; NZ."" 'We’re only seeing the negative’: UK farmers on Brexit. https://t.co/pXzXVkNlrt"
1142798672457011200,"@EdwdPrice @MacAlbatross @BEERG Paul, you might be thinking of this. 

The article’s title is a bit misleading: farmers *did* vote to Leave but, it seems, in similar shares to their rural counterparts. 

England-without-London voted to leave by an 11-point margin. 

https://t.co/6yRfqTit02 https://t.co/Narng5K5yA"
269852701,"Thanks to the unrelenting self-serving diet of doom and gloom served up by the farming unions and press, opportunities are missed and mental health suffers! 

‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/aQShytk976"
1214283453891366912,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/9L64VA0KP8
113966794,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/czsbfHRskU
1289795336,"Tried to tell them.😔
https://t.co/IHEhjO1uQb"
506031439,@UKIP https://t.co/lHf9URqWhj
14214964,"@palebd Hill farming like most UK farming has relied on subsidy to keep going, which will now change as the post brexit reality means funding being slashed. However, change must take place with the farmers &amp; their communities part &amp; parcel of that change."
197072604,"Erthygl wych.
""...lost unfettered access to his nearest export market, faces reduction in farm subsidies as the result of the loss of the common agricultural policy, and has been disadvantaged by trade deals giving access to the UK market to rival farmers""
https://t.co/2EHA9OlB57"
17172028,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/dYMlaaXLsZ
18044928,So much winning… https://t.co/oRW8JBuVS0
1563934976042848256,"@UKIP But UKIP led for brexit, so definitely not in the side of farmers. Their enemy"
2569315796,#Brexit #BrexitReality #scotland #Scotref #indyref2 https://t.co/YmhdqXYURv
1506962136899239951,"Brexit supporting, climate change denying, anti-mask, anti-lockdown lover of ‘rape jokes’, Julia Hartley-Brewer is one of those opinionated, TV &amp; radio hacks who seem to have the sole purpose in life to be rage farmers.

They want to spread division, hatr…https://t.co/M5fHBiPBEg"
1891485486,"@mabonapgwynfor @Plaid_Cymru Turkey’s voting for Christmas upset that Christmas came. Have zero sympathy for farmers, they all voted for Brexit and were clearly told what would happen and it was all span back as project fear. Sod them"
1032922624890994689,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy | Brexit | The Guardian https://t.co/V9PROLSiAO
753587142484426752,"Coming out of the EU’s CAP should be an opportunity to reshape our agriculture &amp; food system

Rather than propping up a farming system which damages nature, is unsustainable &amp; leaves many farmers close to poverty https://t.co/6O8SRiDyrv"
1297909607378096130,"I'm not a farmer.
I know nothing about their industry.
But I knew this would happen if I voted for Brexit, so I didn't. 
It's hard to see what those farmers who did vote for it thought would happen. 🤷‍♀️ https://t.co/D3IO4Xq5Co"
1407192828,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy | Brexit | The Guardian https://t.co/VC01a5mkrZ
3064804191,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/dtswx4DSmM
1149721492302848002,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/QMuvdjaiJi
1545103476522422272,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/K3N4ZKVTLy
1038021482272706560,https://t.co/eTELgC35ie
270375040,@BEERG I seem to recall when it was looked into (though the methodology wasn't brilliant) farmers voted for Brexit roughly in line with others from their regional age cohort
264429809,"‘We’re only seeing the negative’: #UK #farmers on #Brexit and losing the common #agricultural policy.. 
""I’ve heard farmers say the industry was more or less chucked under a bus.”

https://t.co/pnELfHvv77"
1331193102233722881,https://t.co/0KiQ8kvR3i
1413811855026438144,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/d8eGb5wvwQ
571141141,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/YRzMOL287D
560427008,https://t.co/7tmtd3Wp2O
930065474687262721,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/jtfuDd6Fd8
3191025717,"‘We’re only seeing the negative’: UK farmers on Brexit &amp; losing the common agricultural policy, the Guardian talks to farmers about the difficulties they face https://t.co/kU4ToUaKAM #Brexit #BrexitCarnage #BrexitReality #BrexitDisaster #BrexitBritain #BrexitBrokeBritain #farming"
320291489,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/uYLEnr5VPy #BrexitReality #Brexit #BrexitAgriculture
1502976744042684417,"Who knew Brexit would also be a disaster for farmers?  Well, just about everyone who thought about it for half a second before voting. #BrexitBrokeBritain #GTTO  https://t.co/uyUZOvp7Zu"
61504420,Farmers face precarious future with loss of CAP https://t.co/0XFYbPKDzU
341053499,https://t.co/qcYyHQdLhK
17019081,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy | Brexit | The Guardian https://t.co/eZgKCg98ew
2931141700,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy | Brexit | The Guardian | @scoopit https://t.co/mM8G9aGEO0 #Brexit #agriculture #post-Brexit #costofBrexit #tradedeals #CAP #ELM #subsidies @NFUtweets
907940824121528321,‘We’re only seeing the negative’: #UK farmers on #Brexit and losing the common agricultural policy https://t.co/szwyNgOLRv
167121831,"‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/yFx6xUeOwz that is because, for all but the very wealthy who want to minimise their tax, brexit is a disaster without any positives"
107681117,"Are these people still prepared to even hope there is a “positive” side to the #Brexit #deceit⁉️
#Cognitive #Dissonance is a powerful block to rational thought

‘We’re only seeing the negative’:UK farmers on Brexit and losing the common agricultural policy https://t.co/QoTKRqPqv1"
1637794394,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/tjQo52BhpU
1354498647686328320,"""Yeah but sovereignty""
https://t.co/DV0NWtZRBW"
1364251213915688963,"@chrisgreybrexit @TeresaC123 Most farmers voted leave despite being forewarned what would happen. Now that is has happened they expect sympathy. 

Not until they come out and fully reject brexit, apologise and demand rejoining the EU"
63643597,"No #Irony here at all - ‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/qGRixCI8gm 
How did they vote again? Oh, that's right...https://t.co/GMYyE967V7"
2407340785,"Brexit is a disaster for farmers @lisaocarroll but you should fact-check so called ecological benefits of hill grazing with ecologists. Compared to risk of wildfires, flood risk down-stream is enormous. Not to mention methane &amp; biodiversity disaster. https://t.co/54FBr3dHzd"
228008865,"“Two years since the UK quit the EU, the future for mountain sheep-farmers is full of economic precarity. Lost unfettered access to nearest export market, facing reduction in farm subsidies as the result of the loss of the common agricultural policy (CAP). https://t.co/Y5POdbwt2I"
34236713,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/Wu43X84BD7
1536375096411029504,"@TerryBerit Many farmers only have themselves to blame for their Brexit plight, but most now realise the enormous mistake they’ve made. 
The country suffers too.
Why? Utter madness."
48996717,https://t.co/1wpFiyk48U https://t.co/CuNEwYzQws
48639042,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/G7uofwIQAK
14349660,"‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy
Starmer is not going to make brexit work and needs to face up to reality
#ToryBrexitDisaster
#BrexitHasFailed
#RejoinEU https://t.co/erWCfDnhdI"
880075474495582208,‘We’re only seeing the negative’: UK farmers on #Brexit and losing the common agricultural policy https://t.co/jlblH5GfCn
1487012130046025728,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/HPRvLzjn8U
101051395,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/mE3zAGra5S
1198150846208446464,"‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/dDExGjBvh9 
I still see all the Billboards in the fields......."
1216482482,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/Sy4rtY2HHM
799536494511816704,"@LauraKe37166786 @ziggy6769 @BillOHara12 untrue. Farmers, as a constituency, missed the impact of brexit"
2190315380,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/0XeLGLiV0G
46688507,Project Fear. All spelled out on twitter in the leadup to #Brexit https://t.co/jYj19E8IQJ
36999865,#r4today https://t.co/B7XxgS9j6g
2859163367,https://t.co/hOzpzG1UHe https://t.co/Rxh5QNZt5q
1657760077,@BrexitNewsTV @BarbaraNice @Nigel_Farage https://t.co/yuGQMhkBVf  #BrexitDisaster
128713577,"‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy
https://t.co/ymrhIdjTd6"
1545020650947215361,"‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy. Farmers, fisherman, every day folk of Britain still waiting for #Brexit benefits. A blue passport and imperial measures don’t keep the heat on. https://t.co/uLpZhzxsH1"
1134035655443529729,https://t.co/nEXIXOyhZg
121637897,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/TrgP1S39ek
1090969582712643584,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/IjyMCQNkq8
59120414,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy | Brexit | The Guardian https://t.co/C7GzHkIXu7
614229406,"I had too many hopeless conversations with farmers to feel nothing but anguish at what too many of them voted for. Silly, silly people. https://t.co/dyWmljkDcJ"
22992823,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/8LjyeAhSsH
939517294811762688,"😅😅😅

#Brexit reality

#BrexitBrokeBritain

https://t.co/M2McwzI8NG"
1058066274,"‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy
 https://t.co/P4aHEtVxYI"
1034284633,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/f3PiVw2VVI
852305933271093248,It's good reporting but it does miss the obvious question about how the affected farmers voted in 2016. It does make a difference if someone is a victim or an culprit https://t.co/k8FrNQxCyc
2209501586,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/en3nChnyBj
880070186124156928,https://t.co/vpqibIk6mC
1092981085359820800,"Yet more Brexit ""Sunlit Uplands""... 

‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/17vZjcXktb"
3073869617,"UK farming has been 'chucked under a bus'.
‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy https://t.co/C6Lxbfd6EH"
291388870,‘We’re only seeing the negative’: UK farmers on Brexit and losing the common agricultural policy | Brexit | The Guardian https://t.co/XrF0WmDDWm
