,tweets,stopwords,upper
3015100089, BrexitReality farming trade RishiSunak Conservatives  httpstcoNkNTpRbrk7,0,0
21930807,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoUbFyKCUgSz,5,1
1474801775429496842,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoaueIOe5sJy,5,1
1584339270680350722, Pledge of postBrexit overhaul of regulation comes as some executives worry about reform of EU laws going too far They will run out of money farmers fight for survival in Ukraine,12,1
846791467741974528,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy Theres no way you can dress those trade deals up as a as a good thing Ive heard farmers say the industry was more or less chucked under a bus httpstcoMJdFpxBRwS,20,1
1022527391762198530,"brexitshambles Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy
httpstcoY1dz14MRDn",5,1
734328914,ScottBentonMP DNC No good has come of Brexit Weve lost our rights and will lose many more at the end of 2023 Farmers fishermen NHS staff businesses and everyone else can see the leavers lies Project Fear is Project Fact the gullible were taken in leavers are desperate for a positive spin,19,2
821557639,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy The NFU even warned farmers of the consequences but unfortunately it didnt stop a majority of farmers voting for it Ditto fisherman httpstco6CRsrFvI3X,13,2
1547897532,10DowningStreet RishiSunak Pm uk has this power  king gave power to brexit  or ireland and france  emanule to run controle as uk s trader   even fishing   boats  at sea is locked so uk is hungry farmers and grains cost st sale  uk farmers decides,13,0
236173261,Didnt all those farmers vote for that in 2016 Great news for New Zealand farmers of course httpstcoMTgwbFaEuD,7,0
967483486511788032,UKIP With brexit it looks like you are on the side of EU and Aussie farmers,7,2
856235131119554564,"Man dieser Brexit war wohl doch ein genialer Schachzug

httpstcoyKmygrWimY",0,0
2815298191,DonnachadhMc GeorgeMonbiot guardian dpcarrington damiengayle gow_derek My one hope for Brexit was for payments to farmers be cut and only used to protect the environment Sheep farming is not protecting the environment,12,0
105269160,JohnMellis francesca_geld  yet all the trade deals the 27 countries have done nobody seems to be complaining But UK farmers certainly got screwed by the UKAus trade agreement Another brexit win,8,1
1607074733673136128,"AlanRei91920456 terrasea RobScarLUFC philipstephens Yeah unless you are a farmer for instance  Hopefully it will bankrupt those farmers that voted for Brexit

httpstcoOl8l0UccsD",9,0
1303380873501437953,RobinOl33043877 Tom_Clarke BBCJustinR BBCFoodProg HenryDimbleby FFC_Commission UKSustain NFUtweets tomheapmedia Jack_A_Bobo Botanygeek salkinstitute 1 Its certainly not by literally biting the hand that feeds us so badly that many are contemplating giving up httpstcoUURLyoanuk,8,0
1571906116627349508,"cathyby AndrewKnight226 Don_LImmortale bringiton8712 1ainTro11sBots Martin020455 DelWatson9 David19531501 wobski421 Gazza41 BrunoTheBridge ConraddKonnrad CredaCreda David_Vaporium HWick_Chris Rayjudd7 bazcarter15 lordgmanilson aclem81 andrewsibley15 somechewlip Roblev0 Jimbo12449841 SamanthaFoxy1 Stuff32Funny Obohobofromnobo Davidmetroland Musc1esbri2 Chr1s_not_a_bot LordOfFreedom2 resiguru IanGianni wokewarriorFU leftstance AndrewGarside3 suastusa JohnRya13591294 httpstcoycq9lVOZqN

The only people who put it the headline were the ones who wanted to mock one of the subtle things gently pointed out by Jayawardena who is the sec of state for food

What else would you expect him to highlight Obviously not the financial aspects",22,0
2728907742,arianna_kaye The BBC for one has probably been warned by the government not to disseminate negative news Lets not forget what happened when a representative of the Scottish Farmers Union was interviewed about challenges in his industry His answer included Brexit B word later edited out,18,2
472305101,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoksmUBlhpUu,5,1
1534098588061532166,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoKq6E9nLxTn,5,1
1172200341556924416,"Duncan20212 There must be some farmers andor fishermen on Twitter who can stand up and say they are still receiving all the same money as they were before Brexit
Surely",16,0
308222785,httpstcoGeqfoq43kc,0,0
386959428,Kilsally SteveBakerHW chhcalling JamesCleverly RishiSunak Farmers in GB highlighting issues with Brexit Much more important to the UK httpstcotYeJPd0CZG,5,2
706135919892557825,"ivor_park_fin mart100 GBNEWS Youre totally deluded End of

Fishermen farmers exporters manufacturers hospitality airlines financial services pharma  all hit by Brexit yet you cant see it

Keep changing the goalposts mate",6,1
888912841,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcost0xOG0C7l,5,1
46882012,"Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy 

FBPE RejoinEU Brexit BrexitBrokeBritain BrexitShambles BrexitBritain BrexitHasFailed Brexitisntworking BrexitDisaster
httpstcoT0BJfXMnn3",5,2
14845727,"A tumultuous year  Looking back on 2022

Farmers hoping for a quiet 2022 following several years upheaval due to Brexit and the Covid19 pandemic were left disappointed Abi Kay takes a look back over the past 12 months

httpstcoSLZpcqhzOT httpstcoUnRPOfIjKQ",10,1
337597592,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstco6Fz3TXwDCn,5,1
1210950543373266944,JohnSpringford DavidGHFrost Vigorous advocates of Brexit  Brexit is done But its a disaster Just ask small exporters Ask fishing industry Ask farmers Ask artists Ask jewellers Its led to nontariff barriers with UKs largest trading bloc Its  led to all the negative consequences Frost 12,9,0
1156229604803301376,"Since brexit the UK has signed just 4 new trade deals 

Two of them Auz amp NZ were deeply onesided and poorly negotiated selling British farmers down the river for nothing in return

 httpstcoBClBrXC3JI",11,2
606557886,"Sidboggle1 KimWalms55 DeborahMeaden How are farmers the hospitality industry taxi companies courier services the NHS the construction industry and just about every industry that involves manual labour holding up after Brexit

Can you say they have felt the benefits 

I think not",15,2
1224417017035415554,kirkberzerk TronTro79462578 VeronicaReagan owen_whiteley DXW_KC So how are the farmers better off now And what should have been done Another clue there was not ONE Brexit Some said stay in the singlemarket Johnson Hannan etc Farage wanted NorwaySwitzerland amp he promised fewer boats crossing the channel How has this worked out,19,2
383719410,"jackiekemp Many Scottish Farmers went along with Tory policy of Brexit stripping out Scotland theBrand
It beggars belief they want scotgov support now 
But scotgov need to work with them to prevent poor food quality and shortages leading to fewer food choices and for some starvation",14,0
1082352317536575489,proscot4indy jackiekemp NathanJordan81 Dinna generalisemaybe aye on average to tories here sadly but Scottish farmers did not vote for brexit  Read a farmers guardian article about it a while back   voting brexit reflected Scot pop generally unlike the fishermen,13,0
1360497947297914880,jackiekemp A percentage of FarmersFinshing voted with the Tories They voted for Brexit Feel sorry for the ones that didnt,7,1
1324306090729918464,"kirkberzerk SSabelus VeronicaReagan owen_whiteley DXW_KC I am genuinely sorry that your Brexit did not work 
Not for you but for the people who have to close their business the fishermen and the farmers 
All these people are suffering because of your English exceptionalism",22,2
945386460869480449,The stupidity never ends Both major parties wholly complicit in the destruction of our economy httpstcoDxKuJov8ND,4,0
481489755,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoFJhtggHgU0,5,1
18099078,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstco7bAqV85oz5,5,1
1550302364,ConsPost We threw away 100bn in trade with EU and now weve thrown Uk farmers under the bus to sell a bottle of gin to Oz Unreal brexit benefits,10,1
965904640880635907,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy  Brexit  The Guardian httpstcogPl5tbMuN7,5,1
19106885,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstco40flxPy4Nu,5,1
2915933310,httpstcoFG3ZNsz2M7,0,0
1293512854822432769,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoW9Ji1BHQLd,5,1
43110614,Scottish farming down 93million in funding over loss of CAP Food more expensive as a result Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy  Brexit  The Guardian httpstcoyT25xatxOf,12,2
40434715,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcolzRwi2M85N,5,1
1575903909570289665,UKIP Nothing has hurt farmers more than your disaster Brexit Youre the enemy of British farmers British fishermen Youre the enemies of the whole British population Theres probably no group of people has done more damage to Britain than you lot since WW2,16,2
1354816600457703431,"UKIP Farmers NFUStweets NFUtweets  say your UKIP Brexit or should I say BrexShit has cluster fked our farming exports to EU 

You hypocritical wkers",6,4
1427170181739073536,LBC aliciakearns FFS leave the vegans alone The problems farmers are having are due to Brexit and corrupt Tories not vegans,7,2
449864075,"ashstronge Oh wasnt Brexit BRITAIN able to step in and save the day 

httpstcoUcQfoZexF4",4,1
452904162,"Were only seeing the negative

 UK farmers on Brexit and 

losing the common agricultural policy 

httpstcosL2MiUWuqo",5,1
4267058183,httpstcojJ02R5iKR8,0,0
2565308468,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoDdAdUdd9cf,5,1
133215684,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoyRrlwmZZuW,5,1
1596158309526130689,Farmers face precarious future with loss of CAP  httpstcoVD8aQh7kzL,2,1
268194728,"Veldhorst__W

httpstcohIr9fy2ULM",0,0
1533169427377799171,MimiJ9 Awful news for farmers and whilst i am enormously sympathetic a lot of farmers voted tory and supported brexit despite NFU advice Its a disaster,8,1
77220423,He has lost unfettered access to his nearest export market faces reduction in farm subsidies as the result of the loss of the common agricultural policy CAP and has been disadvantaged by trade deals brexit  httpstcoVd9bvX57u9,14,1
2398498772,"Chances are that the EU and Britain start their relationship afresh as reality disproofs most of Brexit arguments 

BrexitLies BrexitBrokeBritain 

httpstcoe54JRSBD3i",8,1
1696668979,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoVFvVjaKU7w,5,1
902001046259511296,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstco0tN0z48pT1,5,1
932940422137163778,Farmers opted for Brexit httpstcoIPCmVUPIhC,1,0
1040595564,Brexit led to the trade deal with Australia which shafts our farmers so you dont support our farmers httpstcongA0cjXZSz,8,0
899378023094530048,"Kilsally bbreathnach Incorrect not everyone sources there seed potatoes from Scotland
I use to grow potatoes used mostly my own seed which were sorted and stored in a dark house to keep them from sprouting to early
I also know farmers who source seed from ROI and beyond
Brexit is the problem ",20,3
106870770,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoRMQNRM5SzO,5,1
746371177174679552,"Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy

Brexit is a disaster won through the worst abuses of democracy in modern British history so bad that they were tantamount to a coup Undo the coup RejoinEU
httpstcoyyOgw6Ec0x",19,1
327275909,httpstcoNceboenkRx,0,0
1222182594097426432,GBNEWS 1GarethWynJones Well given that most of the UK grown food doesnt get picked because farmers voted for brexit theres going to be a lot of hungry people What is seasonal food from January until May,13,2
2918267949,chrischapmanart donmaico sophielouisecc httpstco7XpeJ26vQB,0,0
1443672026233942024,Brexit is shit httpstco6nYdBw19lF,1,0
842574937,jonsopel Yeah but youre only looking at the downside of Brexit   Youre like those people who point out the understaffing in NHS due to EU citizens leaving the UK or who drone on about food rotting in farmers fields due to EU workers having left,19,4
450711709,"No surprise to see farmers starting to openly speak out about the damage Brexit amp the govts trade deals are doing Sadly some farmers wont survive the combined impact of the govts Brexit cost of living and economic crises Urgent help is needed

httpstcoG1d3WOlbeZ",15,0
455693758,MaryRiddell I wonder how many of the farmers and other groups now bemoaning the predictable impact of Brexit voted for it,10,1
73717136,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy  Brexit  The Guardian httpstcocuMCp06isA,5,1
325688284,Brexit is a disaster for our farmers httpstco1kpU7ON2Id,4,0
1167019401033539584,"Kilsally I hear when you vote out it actually means out 

Didnt the farmers Unions support Brexit 

Have they actually had their EU farming grants replaced

Wales and NI were two who got a lot more from the EU than they put in Always baffling why Wales voted out

Real headscratcher",21,4
937019478,"Brexit is no friend of UK farming 
httpstcoxEz3ecGsOh",3,1
1594067265099530247,UKIP Brexit made things worse for British farmers ,1,1
1200118491648540672,"BrugesGroup We left the EU so are a 3rd country hence we are treated as a 3rd country Its what Brexit meant Well its what it meant to anyone capable of thought Neither the German car industry nor the French farmers rode to our rescue its your mess Nobody elses

BTW who funds you",23,2
2526058091,"hanesyddiaeth colinelves mfletchertimes alexandracairns How could I without seeing the Leave campaign first 

If Leave had sold a brexit where the British people lost their FoM where our new trade deals were economically insignificant where our farmers and fishermen suffered and won the vote why would we need a 2nd vote ",18,1
1415954245053034500,"Conservatives RishiSunak Jacob_Rees_Mogg
LiamFox
Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcorM9LUN9OaR",5,1
136210768,There are too many Racist Keyboard Warriors who would not have the guts to tell you face to face what they think Without immigration this Country would fail financially Check with the NHS Social Services Farmers who lost many cos of Brexit httpstcoVZG6uuZElF,16,1
1185594882594922506,"A Defra spokesperson said the interests of our farmers and food producers is a priority of our trade policy and our trade deals are delivering on this Our negotiations will continue to support farmers

httpstcokM5VoYOjek

food farming agriculture brexit globaltrade",15,1
2325618879,"bigscrab httpstcoCD84DOkYtN

No sympathy from me Farmers voted for Brexit just like the fishing industry they voted to wreck the entire economy for the rest of us because they thought they would get rich Sod them They deserve nothing",15,0
20142630,UKIP Those whose businesses were wrecked by Brexit after losing all their workers All those who lost their European customers Ah you must mean support the farmers that havent gone bust but those clinging on having to charge higher prices that no one can afford because of Brexit,21,1
20529031,"13sarahmurphy jonsopel that also destroys our own industries and overall economy 

Yay



Brexit BrexitReality BrexitLies 

httpstcozBMiKZr4SV",4,0
1594772474910199809,"KEdge23 Brexit  deregulation and privatisation  massive profits for the few  poverty for the many
Does anyone feel better off now that we have Brexit All empty promises Jam tomorrow as usual No American trade deal Australian and NZ deals screw our farmers Feel conned You should",15,1
1601830644643930114,"UKIP liar
Brexit fucks UK farming
You wanted maximum trade barriers with the EU which fucks food exports
You want minimum controls on food imports which will fuck farming in UK
You are in the exact opposite side of Brutish farmers",11,4
36925507,Guardian Charities and employers struggle due to postBrexit funding delays Three years after Johnson elected to get Brexit done employers farmers and charities still wrestling with the reality of life outside the EU BrexitBrokeBritain ToryBrexitDisaster,9,1
1459549788,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoKPO4fowQOR,5,1
1400389532416151552,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoMcNUXoL4xu,5,1
1239268162052468738,"So it was a case of eliminate the positive and accentuate the negative
Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstco7TKB4HjbxR",12,1
726372601,"Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy

As MEP for South West England a rural area with a strong farming constituency I tried so hard to make this case

But SW voters still chose to leave the EU

httpstcoXKsumud6Ar",14,5
771013459622367232,acgrayling No matter what marketpublicprivate service your in once a benefit is taken it is either never replaced or if it is with something far less beneficial  I could never understand farmers backing Brexit,13,1
44849238,Hes lost unfettered access to his nearest export market faces reduction in farm subsidies amp been disadvantaged by trade deals giving access to the UK market to rival farmers from Australia amp NZ Were only seeing the negative UK farmers on Brexit httpstcopXzXVkNlrt,12,3
1142798672457011200,"EdwdPrice MacAlbatross BEERG Paul you might be thinking of this 

The articles title is a bit misleading farmers did vote to Leave but it seems in similar shares to their rural counterparts 

EnglandwithoutLondon voted to leave by an 11point margin 

httpstco6yRfqTit02 httpstcoNarng5K5yA",16,1
269852701,"Thanks to the unrelenting selfserving diet of doom and gloom served up by the farming unions and press opportunities are missed and mental health suffers 

Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoaQShytk976",15,1
1214283453891366912,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstco9L64VA0KP8,5,1
113966794,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoczsbfHRskU,5,1
1289795336,"Tried to tell them
httpstcoIHEhjO1uQb",2,0
506031439,UKIP httpstcolHf9URqWhj,0,1
14214964,palebd Hill farming like most UK farming has relied on subsidy to keep going which will now change as the post brexit reality means funding being slashed However change must take place with the farmers amp their communities part amp parcel of that change,15,1
197072604,"Erthygl wych
lost unfettered access to his nearest export market faces reduction in farm subsidies as the result of the loss of the common agricultural policy and has been disadvantaged by trade deals giving access to the UK market to rival farmers
httpstco2EHA9OlB57",16,1
17172028,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcodYMlaaXLsZ,5,1
18044928,So much winning httpstcooRW8JBuVS0,0,0
1563934976042848256,UKIP But UKIP led for brexit so definitely not in the side of farmers Their enemy,6,2
2569315796,Brexit BrexitReality scotland Scotref indyref2 httpstcoYmhdqXYURv,0,0
1506962136899239951,"Brexit supporting climate change denying antimask antilockdown lover of rape jokes Julia HartleyBrewer is one of those opinionated TV amp radio hacks who seem to have the sole purpose in life to be rage farmers

They want to spread division hatrhttpstcoM5fHBiPBEg",12,1
1891485486,mabonapgwynfor Plaid_Cymru Turkeys voting for Christmas upset that Christmas came Have zero sympathy for farmers they all voted for Brexit and were clearly told what would happen and it was all span back as project fear Sod them,15,0
1032922624890994689,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy  Brexit  The Guardian httpstcoV9PROLSiAO,5,1
753587142484426752,"Coming out of the EUs CAP should be an opportunity to reshape our agriculture amp food system

Rather than propping up a farming system which damages nature is unsustainable amp leaves many farmers close to poverty httpstco6O8SRiDyrv",14,1
1297909607378096130,"Im not a farmer
I know nothing about their industry
But I knew this would happen if I voted for Brexit so I didnt 
Its hard to see what those farmers who did vote for it thought would happen  httpstcoD3IO4Xq5Co",15,4
1407192828,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy  Brexit  The Guardian httpstcoVC01a5mkrZ,5,1
3064804191,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcodtswx4DSmM,5,1
1149721492302848002,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoQMuvdjaiJi,5,1
1545103476522422272,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoK3N4ZKVTLy,5,1
1038021482272706560,httpstcoeTELgC35ie,0,0
270375040,BEERG I seem to recall when it was looked into though the methodology wasnt brilliant farmers voted for Brexit roughly in line with others from their regional age cohort,11,2
264429809,"Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy 
Ive heard farmers say the industry was more or less chucked under a bus

httpstcopnELfHvv77",11,1
1331193102233722881,httpstco0KiQ8kvR3i,0,0
1413811855026438144,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcod8eGb5wvwQ,5,1
571141141,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoYRzMOL287D,5,1
560427008,httpstco7tmtd3Wp2O,0,0
930065474687262721,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcojtfuDd6Fd8,5,1
3191025717,Were only seeing the negative UK farmers on Brexit amp losing the common agricultural policy the Guardian talks to farmers about the difficulties they face httpstcokU4ToUaKAM Brexit BrexitCarnage BrexitReality BrexitDisaster BrexitBritain BrexitBrokeBritain farming,9,1
320291489,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcouYLEnr5VPy BrexitReality Brexit BrexitAgriculture,5,1
1502976744042684417,Who knew Brexit would also be a disaster for farmers  Well just about everyone who thought about it for half a second before voting BrexitBrokeBritain GTTO  httpstcouyUZOvp7Zu,11,1
61504420,Farmers face precarious future with loss of CAP httpstco0XFYbPKDzU,2,1
341053499,httpstcoqcYyHQdLhK,0,0
17019081,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy  Brexit  The Guardian httpstcoeZgKCg98ew,5,1
2931141700,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy  Brexit  The Guardian  scoopit httpstcomM8G9aGEO0 Brexit agriculture postBrexit costofBrexit tradedeals CAP ELM subsidies NFUtweets,5,3
907940824121528321,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoszwyNgOLRv,5,1
167121831,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoyFx6xUeOwz that is because for all but the very wealthy who want to minimise their tax brexit is a disaster without any positives,19,1
107681117,"Are these people still prepared to even hope there is a positive side to the Brexit deceit
Cognitive Dissonance is a powerful block to rational thought

Were only seeing the negativeUK farmers on Brexit and losing the common agricultural policy httpstcoQoTKRqPqv1",15,0
1637794394,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcotjQo52BhpU,5,1
1354498647686328320,"Yeah but sovereignty
httpstcoDV0NWtZRBW",1,0
1364251213915688963,"chrisgreybrexit TeresaC123 Most farmers voted leave despite being forewarned what would happen Now that is has happened they expect sympathy 

Not until they come out and fully reject brexit apologise and demand rejoining the EU",12,1
63643597,"No Irony here at all  Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoqGRixCI8gm 
How did they vote again Oh thats righthttpstcoGMYyE967V7",11,1
2407340785,Brexit is a disaster for farmers lisaocarroll but you should factcheck so called ecological benefits of hill grazing with ecologists Compared to risk of wildfires flood risk downstream is enormous Not to mention methane amp biodiversity disaster httpstco54FBr3dHzd,13,0
228008865,Two years since the UK quit the EU the future for mountain sheepfarmers is full of economic precarity Lost unfettered access to nearest export market facing reduction in farm subsidies as the result of the loss of the common agricultural policy CAP httpstcoY5POdbwt2I,14,3
34236713,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoWu43X84BD7,5,1
1536375096411029504,"TerryBerit Many farmers only have themselves to blame for their Brexit plight but most now realise the enormous mistake theyve made 
The country suffers too
Why Utter madness",11,0
48996717,httpstco1wpFiyk48U httpstcoCuNEwYzQws,0,0
48639042,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoG7uofwIQAK,5,1
14349660,"Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy
Starmer is not going to make brexit work and needs to face up to reality
ToryBrexitDisaster
BrexitHasFailed
RejoinEU httpstcoerWCfDnhdI",12,1
880075474495582208,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcojlblH5GfCn,5,1
1487012130046025728,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoHPRvLzjn8U,5,1
101051395,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcomE3zAGra5S,5,1
1198150846208446464,"Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcodDExGjBvh9 
I still see all the Billboards in the fields",9,2
1216482482,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoSy4rtY2HHM,5,1
799536494511816704,LauraKe37166786 ziggy6769 BillOHara12 untrue Farmers as a constituency missed the impact of brexit,4,0
2190315380,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstco0XeLGLiV0G,5,1
46688507,Project Fear All spelled out on twitter in the leadup to Brexit httpstcojYj19E8IQJ,5,0
36999865,r4today httpstcoB7XxgS9j6g,0,0
2859163367,httpstcohOzpzG1UHe httpstcoRxh5QNZt5q,0,0
1657760077,BrexitNewsTV BarbaraNice Nigel_Farage httpstcoyuGQMhkBVf  BrexitDisaster,0,0
128713577,"Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy
httpstcoymrhIdjTd6",5,1
1545020650947215361,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy Farmers fisherman every day folk of Britain still waiting for Brexit benefits A blue passport and imperial measures dont keep the heat on httpstcouLpZhzxsH1,10,2
1134035655443529729,httpstconEXIXOyhZg,0,0
121637897,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoTrgP1S39ek,5,1
1090969582712643584,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoIjyMCQNkq8,5,1
59120414,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy  Brexit  The Guardian httpstcoC7GzHkIXu7,5,1
614229406,I had too many hopeless conversations with farmers to feel nothing but anguish at what too many of them voted for Silly silly people httpstcodyWmljkDcJ,11,1
22992823,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstco8LjyeAhSsH,5,1
939517294811762688,"

Brexit reality

BrexitBrokeBritain

httpstcoM2McwzI8NG",0,0
1058066274,"Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy
 httpstcoP4aHEtVxYI",5,1
1034284633,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcof3PiVw2VVI,5,1
852305933271093248,Its good reporting but it does miss the obvious question about how the affected farmers voted in 2016 It does make a difference if someone is a victim or an culprit httpstcok8FrNQxCyc,15,0
2209501586,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoen3nChnyBj,5,1
880070186124156928,httpstcovpqibIk6mC,0,0
1092981085359820800,"Yet more Brexit Sunlit Uplands 

Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstco17vZjcXktb",6,1
3073869617,"UK farming has been chucked under a bus
Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoC6Lxbfd6EH",9,2
291388870,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy  Brexit  The Guardian httpstcoXrF0WmDDWm,5,1
602895954,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoyYTjNWvzpF,5,1
1280455909,Key point here is that GutoAberconwy is a former Tory MP and Minister in Theresa Mays government And his view is that Brexit has shafted farmers in Wales   Imagine if hed been open about the impacts in 2019 httpstco7YuBp7LWqJ,17,1
66661130,"Britain deserves better GeneralElectionN0W 

Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoiOOPyGdn59",5,1
20436383,"Brexit means Brexit Brexidiots

Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoPbpb1pTX88",5,1
1012359349166059521,UK farmers blame Brexit for loss of access to EU and common agricultural policy subsidies httpstcoDfEuwaUrao,4,2
17484821,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcobExu98Aebe,5,1
63144412," threatening the presence of a farmer as pastoral keeper of the land the importance of sheep grazing the uplands to keep grasses down and minimising the risk of climate change wildfires  GeorgeMonbiot have you seen this twaddle  
httpstcozUwQ9lsTBD",17,0
1221912661178404864,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy  Brexit  The Guardian httpstcoHvHHCt4XyB,5,1
1545618764,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoAUkHmdORMx,5,1
1580210997142474755,vivamjm Brexit has many mysteries courtesy of Russian cash etc but one of the most profound is why UK farmers supported it so strongly,10,1
351065029,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy  Brexit  The Guardian httpstcoW94eDn4CZM,5,1
804348254,httpstcohzSvaGbs7P,0,0
119444624,"When project fear meets project reality 

httpstco9cHyVkHjFv",0,0
830798456100966403,chevington Though it is frequently said All farmers voted for Brexit  Actually it seems that around 5253 of farmers voted for Brexit based on several polls before and after June 2016  So a similar proportion to the UK as a whole The NFU campaigned to Remain in the ref in 2016,20,2
3192252407,"Brexit barriers are so unnecessary erryesFFSso why fucking vote for them then Jesus what an idiot country
httpstcoBxvbSXgJWH",8,0
39535196,"Yet more Brexit benefits
BrexitBrokeBritain

httpstcoGYw6zTmSfg",1,0
129193125,"Harvest time Why the UK should unleash the power of gene editing  By Cameron English

Brexit places England in a position to breakaway from the EUs archaic vision of biotech  a more sustainable and profitable future for English farmers 
iealondon
httpstcoiSZsMHvSZW httpstcoYyVxvnkKBL",14,1
185789804,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstco26A3wmhlAM,5,1
1565678680558411776,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcocTAxufXNS5,5,1
170282950,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstcoFjw5fTLTc4,5,1
368115754,httpstcoK1cFprf9Fg,0,0
1586708665918259200,chrisgreybrexit How many farmers supported Brexit Its hard to understand how they failed to predict losing all those CAP subsidies Im always stunned by people who dont understand their own business,10,1
1615435386,Nigel_Farage httpstcovVdaSicnHw,0,0
830808076756328448,Were only seeing the negative UK farmers on Brexit and losing the common agricultural policy httpstco4fq9E5pIdd,5,1
